公司名称,股票代码,板块,文件名,页码数,时间,文件大小(MB),文件路径,年份
维峰电子,301328,创业板,301328_维峰电子_2022-09-01.pdf,331,2022-09-01,8.22,/Users/chenyuang/Desktop/巨潮网资料/2022/301328_维峰电子_2022-09-01.pdf,2022
锐捷网络,301165,创业板,301165_锐捷网络_2022-11-16.pdf,627,2022-11-16,15.38,/Users/chenyuang/Desktop/巨潮网资料/2022/301165_锐捷网络_2022-11-16.pdf,2022
景业智能,688290,科创板,688290_景业智能_2022-04-25.pdf,355,2022-04-25,6.76,/Users/chenyuang/Desktop/巨潮网资料/2022/688290_景业智能_2022-04-25.pdf,2022
近岸蛋白,688137,科创板,688137_近岸蛋白_2022-09-26.pdf,470,2022-09-26,8.89,/Users/chenyuang/Desktop/巨潮网资料/2022/688137_近岸蛋白_2022-09-26.pdf,2022
万润新能,688275,科创板,688275_万润新能_2022-09-23.pdf,502,2022-09-23,11.87,/Users/chenyuang/Desktop/巨潮网资料/2022/688275_万润新能_2022-09-23.pdf,2022
唯特偶,301319,创业板,301319_唯特偶_2022-09-26.pdf,468,2022-09-26,8.58,/Users/chenyuang/Desktop/巨潮网资料/2022/301319_唯特偶_2022-09-26.pdf,2022
格灵深瞳,688207,科创板,688207_格灵深瞳_2022-03-11.pdf,442,2022-03-11,6.54,/Users/chenyuang/Desktop/巨潮网资料/2022/688207_格灵深瞳_2022-03-11.pdf,2022
华大九天,301269,创业板,301269_华大九天_2022-07-25.pdf,375,2022-07-25,7.5,/Users/chenyuang/Desktop/巨潮网资料/2022/301269_华大九天_2022-07-25.pdf,2022
浩瀚深度,688292,科创板,688292_浩瀚深度_2022-08-11.pdf,432,2022-08-11,5.7,/Users/chenyuang/Desktop/巨潮网资料/2022/688292_浩瀚深度_2022-08-11.pdf,2022
杉杉股份,600884,沪主板,600884_杉杉股份_2022-07-23.pdf,1,2022-07-23,0.28,/Users/chenyuang/Desktop/巨潮网资料/2022/600884_杉杉股份_2022-07-23.pdf,2022
久量股份,300808,创业板,300808_久量股份_2022-12-15.pdf,3,2022-12-15,0.1,/Users/chenyuang/Desktop/巨潮网资料/2022/300808_久量股份_2022-12-15.pdf,2022
宝立食品,603170,沪主板,603170_宝立食品_2022-07-05.pdf,141,2022-07-05,1.71,/Users/chenyuang/Desktop/巨潮网资料/2022/603170_宝立食品_2022-07-05.pdf,2022
菲沃泰,688371,科创板,688371_菲沃泰_2022-07-28.pdf,422,2022-07-28,6.47,/Users/chenyuang/Desktop/巨潮网资料/2022/688371_菲沃泰_2022-07-28.pdf,2022
锡装股份,001332,深主板,001332_锡装股份_2022-09-05.pdf,77,2022-09-05,2.05,/Users/chenyuang/Desktop/巨潮网资料/2022/001332_锡装股份_2022-09-05.pdf,2022
赛伦生物,688163,科创板,688163_赛伦生物_2022-03-04.pdf,427,2022-03-04,9.07,/Users/chenyuang/Desktop/巨潮网资料/2022/688163_赛伦生物_2022-03-04.pdf,2022
众智科技,301361,创业板,301361_众智科技_2022-11-10.pdf,330,2022-11-10,6.92,/Users/chenyuang/Desktop/巨潮网资料/2022/301361_众智科技_2022-11-10.pdf,2022
赛恩斯,688480,科创板,688480_赛恩斯_2022-11-22.pdf,480,2022-11-22,7.01,/Users/chenyuang/Desktop/巨潮网资料/2022/688480_赛恩斯_2022-11-22.pdf,2022
元道通信,301139,创业板,301139_元道通信_2022-06-20.pdf,2,2022-06-20,0.32,/Users/chenyuang/Desktop/巨潮网资料/2022/301139_元道通信_2022-06-20.pdf,2022
万控智造,603070,沪主板,603070_万控智造_2022-02-28.pdf,152,2022-02-28,1.88,/Users/chenyuang/Desktop/巨潮网资料/2022/603070_万控智造_2022-02-28.pdf,2022
珠城科技,301280,创业板,301280_珠城科技_2022-12-21.pdf,401,2022-12-21,6.07,/Users/chenyuang/Desktop/巨潮网资料/2022/301280_珠城科技_2022-12-21.pdf,2022
美腾科技,688420,科创板,688420_美腾科技_2022-12-05.pdf,498,2022-12-05,7.96,/Users/chenyuang/Desktop/巨潮网资料/2022/688420_美腾科技_2022-12-05.pdf,2022
钜泉科技,688391,科创板,688391_钜泉科技_2022-09-07.pdf,429,2022-09-07,10.21,/Users/chenyuang/Desktop/巨潮网资料/2022/688391_钜泉科技_2022-09-07.pdf,2022
工大科雅,301197,创业板,301197_工大科雅_2022-08-02.pdf,500,2022-08-02,12.2,/Users/chenyuang/Desktop/巨潮网资料/2022/301197_工大科雅_2022-08-02.pdf,2022
慕思股份,001323,深主板,001323_慕思股份_2022-06-13.pdf,239,2022-06-13,5.43,/Users/chenyuang/Desktop/巨潮网资料/2022/001323_慕思股份_2022-06-13.pdf,2022
魅视科技,001229,深主板,001229_魅视科技_2022-07-27.pdf,114,2022-07-27,1.52,/Users/chenyuang/Desktop/巨潮网资料/2022/001229_魅视科技_2022-07-27.pdf,2022
普蕊斯,301257,创业板,301257_普蕊斯_2022-04-29.pdf,599,2022-04-29,12.35,/Users/chenyuang/Desktop/巨潮网资料/2022/301257_普蕊斯_2022-04-29.pdf,2022
逸豪新材,301176,创业板,301176_逸豪新材_2022-09-23.pdf,379,2022-09-23,8.22,/Users/chenyuang/Desktop/巨潮网资料/2022/301176_逸豪新材_2022-09-23.pdf,2022
鸿日达,301285,创业板,301285_鸿日达_2022-09-23.pdf,363,2022-09-23,8.6,/Users/chenyuang/Desktop/巨潮网资料/2022/301285_鸿日达_2022-09-23.pdf,2022
翔楼新材,301160,创业板,301160_翔楼新材_2022-05-27.pdf,489,2022-05-27,5.78,/Users/chenyuang/Desktop/巨潮网资料/2022/301160_翔楼新材_2022-05-27.pdf,2022
浙江正特,001238,深主板,001238_浙江正特_2022-09-06.pdf,114,2022-09-06,1.45,/Users/chenyuang/Desktop/巨潮网资料/2022/001238_浙江正特_2022-09-06.pdf,2022
中科江南,301153,创业板,301153_中科江南_2022-05-12.pdf,534,2022-05-12,3.96,/Users/chenyuang/Desktop/巨潮网资料/2022/301153_中科江南_2022-05-12.pdf,2022
奥比中光,688322,科创板,688322_奥比中光_2022-07-04.pdf,563,2022-07-04,14.09,/Users/chenyuang/Desktop/巨潮网资料/2022/688322_奥比中光_2022-07-04.pdf,2022
侨源股份,301286,创业板,301286_侨源股份_2022-06-08.pdf,535,2022-06-08,11.02,/Users/chenyuang/Desktop/巨潮网资料/2022/301286_侨源股份_2022-06-08.pdf,2022
晶品特装,688084,科创板,688084_晶品特装_2022-12-05.pdf,485,2022-12-05,12.0,/Users/chenyuang/Desktop/巨潮网资料/2022/688084_晶品特装_2022-12-05.pdf,2022
富乐德,301297,创业板,301297_富乐德_2022-12-27.pdf,494,2022-12-27,11.67,/Users/chenyuang/Desktop/巨潮网资料/2022/301297_富乐德_2022-12-27.pdf,2022
广立微,301095,创业板,301095_广立微_2022-08-01.pdf,432,2022-08-01,13.13,/Users/chenyuang/Desktop/巨潮网资料/2022/301095_广立微_2022-08-01.pdf,2022
首药控股,688197,科创板,688197_首药控股_2022-03-18.pdf,305,2022-03-18,8.59,/Users/chenyuang/Desktop/巨潮网资料/2022/688197_首药控股_2022-03-18.pdf,2022
东星医疗,301290,创业板,301290_东星医疗_2022-11-25.pdf,488,2022-11-25,6.04,/Users/chenyuang/Desktop/巨潮网资料/2022/301290_东星医疗_2022-11-25.pdf,2022
瑞德智能,301135,创业板,301135_瑞德智能_2022-03-21.pdf,2,2022-03-21,0.35,/Users/chenyuang/Desktop/巨潮网资料/2022/301135_瑞德智能_2022-03-21.pdf,2022
兆讯传媒,301102,创业板,301102_兆讯传媒_2022-03-17.pdf,495,2022-03-17,11.67,/Users/chenyuang/Desktop/巨潮网资料/2022/301102_兆讯传媒_2022-03-17.pdf,2022
美埃科技,688376,科创板,688376_美埃科技_2022-11-14.pdf,461,2022-11-14,7.84,/Users/chenyuang/Desktop/巨潮网资料/2022/688376_美埃科技_2022-11-14.pdf,2022
井松智能,688251,科创板,688251_井松智能_2022-05-31.pdf,372,2022-05-31,8.57,/Users/chenyuang/Desktop/巨潮网资料/2022/688251_井松智能_2022-05-31.pdf,2022
诺诚健华,688428,科创板,688428_诺诚健华_2022-09-16.pdf,525,2022-09-16,11.1,/Users/chenyuang/Desktop/巨潮网资料/2022/688428_诺诚健华_2022-09-16.pdf,2022
昱能科技,688348,科创板,688348_昱能科技_2022-06-02.pdf,407,2022-06-02,10.49,/Users/chenyuang/Desktop/巨潮网资料/2022/688348_昱能科技_2022-06-02.pdf,2022
新巨丰,301296,创业板,301296_新巨丰_2022-08-30.pdf,460,2022-08-30,9.11,/Users/chenyuang/Desktop/巨潮网资料/2022/301296_新巨丰_2022-08-30.pdf,2022
利仁科技,001259,深主板,001259_利仁科技_2022-08-15.pdf,144,2022-08-15,4.39,/Users/chenyuang/Desktop/巨潮网资料/2022/001259_利仁科技_2022-08-15.pdf,2022
易点天下,301171,创业板,301171_易点天下_2022-08-12.pdf,819,2022-08-12,14.05,/Users/chenyuang/Desktop/巨潮网资料/2022/301171_易点天下_2022-08-12.pdf,2022
信科移动,688387,科创板,688387_信科移动_2022-09-21.pdf,632,2022-09-21,11.52,/Users/chenyuang/Desktop/巨潮网资料/2022/688387_信科移动_2022-09-21.pdf,2022
博纳影业,001330,深主板,001330_博纳影业_2022-08-08.pdf,113,2022-08-08,1.48,/Users/chenyuang/Desktop/巨潮网资料/2022/001330_博纳影业_2022-08-08.pdf,2022
中钢洛耐,688119,科创板,688119_中钢洛耐_2022-05-31.pdf,674,2022-05-31,14.89,/Users/chenyuang/Desktop/巨潮网资料/2022/688119_中钢洛耐_2022-05-31.pdf,2022
盛帮股份,301233,创业板,301233_盛帮股份_2022-06-09.pdf,2,2022-06-09,0.32,/Users/chenyuang/Desktop/巨潮网资料/2022/301233_盛帮股份_2022-06-09.pdf,2022
立新能源,001258,深主板,001258_立新能源_2022-07-12.pdf,95,2022-07-12,1.27,/Users/chenyuang/Desktop/巨潮网资料/2022/001258_立新能源_2022-07-12.pdf,2022
美农生物,301156,创业板,301156_美农生物_2022-06-06.pdf,606,2022-06-06,12.19,/Users/chenyuang/Desktop/巨潮网资料/2022/301156_美农生物_2022-06-06.pdf,2022
隆达股份,688231,科创板,688231_隆达股份_2022-07-15.pdf,516,2022-07-15,21.12,/Users/chenyuang/Desktop/巨潮网资料/2022/688231_隆达股份_2022-07-15.pdf,2022
弘业期货,001236,深主板,001236_弘业期货_2022-07-05.pdf,159,2022-07-05,3.12,/Users/chenyuang/Desktop/巨潮网资料/2022/001236_弘业期货_2022-07-05.pdf,2022
国博电子,688375,科创板,688375_国博电子_2022-07-15.pdf,401,2022-07-15,4.97,/Users/chenyuang/Desktop/巨潮网资料/2022/688375_国博电子_2022-07-15.pdf,2022
昆船智能,301311,创业板,301311_昆船智能_2022-11-25.pdf,491,2022-11-25,11.44,/Users/chenyuang/Desktop/巨潮网资料/2022/301311_昆船智能_2022-11-25.pdf,2022
凡拓数创,301313,创业板,301313_凡拓数创_2022-09-26.pdf,585,2022-09-26,15.43,/Users/chenyuang/Desktop/巨潮网资料/2022/301313_凡拓数创_2022-09-26.pdf,2022
浙江恒威,301222,创业板,301222_浙江恒威_2022-03-04.pdf,706,2022-03-04,12.86,/Users/chenyuang/Desktop/巨潮网资料/2022/301222_浙江恒威_2022-03-04.pdf,2022
福元医药,601089,沪主板,601089_福元医药_2022-06-20.pdf,181,2022-06-20,4.1,/Users/chenyuang/Desktop/巨潮网资料/2022/601089_福元医药_2022-06-20.pdf,2022
麦澜德,688273,科创板,688273_麦澜德_2022-08-08.pdf,441,2022-08-08,5.08,/Users/chenyuang/Desktop/巨潮网资料/2022/688273_麦澜德_2022-08-08.pdf,2022
斯瑞新材,688102,科创板,688102_斯瑞新材_2022-03-11.pdf,443,2022-03-11,5.62,/Users/chenyuang/Desktop/巨潮网资料/2022/688102_斯瑞新材_2022-03-11.pdf,2022
江波龙,301308,创业板,301308_江波龙_2022-07-29.pdf,323,2022-07-29,8.8,/Users/chenyuang/Desktop/巨潮网资料/2022/301308_江波龙_2022-07-29.pdf,2022
新特电气,301120,创业板,301120_新特电气_2022-03-25.pdf,2,2022-03-25,0.17,/Users/chenyuang/Desktop/巨潮网资料/2022/301120_新特电气_2022-03-25.pdf,2022
箭牌家居,001322,深主板,001322_箭牌家居_2022-09-15.pdf,341,2022-09-15,8.46,/Users/chenyuang/Desktop/巨潮网资料/2022/001322_箭牌家居_2022-09-15.pdf,2022
甬矽电子,688362,科创板,688362_甬矽电子_2022-11-11.pdf,450,2022-11-11,10.9,/Users/chenyuang/Desktop/巨潮网资料/2022/688362_甬矽电子_2022-11-11.pdf,2022
宇邦新材,301266,创业板,301266_宇邦新材_2022-06-01.pdf,561,2022-06-01,10.88,/Users/chenyuang/Desktop/巨潮网资料/2022/301266_宇邦新材_2022-06-01.pdf,2022
和顺科技,301237,创业板,301237_和顺科技_2022-03-18.pdf,610,2022-03-18,13.19,/Users/chenyuang/Desktop/巨潮网资料/2022/301237_和顺科技_2022-03-18.pdf,2022
天振股份,301356,创业板,301356_天振股份_2022-11-07.pdf,559,2022-11-07,5.24,/Users/chenyuang/Desktop/巨潮网资料/2022/301356_天振股份_2022-11-07.pdf,2022
欧克科技,001223,深主板,001223_欧克科技_2022-11-29.pdf,61,2022-11-29,0.94,/Users/chenyuang/Desktop/巨潮网资料/2022/001223_欧克科技_2022-11-29.pdf,2022
清越科技,688496,科创板,688496_清越科技_2022-12-23.pdf,493,2022-12-23,9.51,/Users/chenyuang/Desktop/巨潮网资料/2022/688496_清越科技_2022-12-23.pdf,2022
云从科技,688327,科创板,688327_云从科技_2022-05-24.pdf,598,2022-05-24,15.83,/Users/chenyuang/Desktop/巨潮网资料/2022/688327_云从科技_2022-05-24.pdf,2022
万得凯,301309,创业板,301309_万得凯_2022-09-13.pdf,323,2022-09-13,7.91,/Users/chenyuang/Desktop/巨潮网资料/2022/301309_万得凯_2022-09-13.pdf,2022
龙芯中科,688047,科创板,688047_龙芯中科_2022-06-21.pdf,337,2022-06-21,7.95,/Users/chenyuang/Desktop/巨潮网资料/2022/688047_龙芯中科_2022-06-21.pdf,2022
腾远钴业,301219,创业板,301219_腾远钴业_2022-03-14.pdf,776,2022-03-14,7.83,/Users/chenyuang/Desktop/巨潮网资料/2022/301219_腾远钴业_2022-03-14.pdf,2022
邦彦技术,688132,科创板,688132_邦彦技术_2022-09-20.pdf,570,2022-09-20,12.59,/Users/chenyuang/Desktop/巨潮网资料/2022/688132_邦彦技术_2022-09-20.pdf,2022
欣旺达,300207,创业板,300207_欣旺达_2022-11-07.pdf,1,2022-11-07,0.07,/Users/chenyuang/Desktop/巨潮网资料/2022/300207_欣旺达_2022-11-07.pdf,2022
晋拓股份,603211,沪主板,603211_晋拓股份_2022-07-13.pdf,93,2022-07-13,1.48,/Users/chenyuang/Desktop/巨潮网资料/2022/603211_晋拓股份_2022-07-13.pdf,2022
源杰科技,688498,科创板,688498_源杰科技_2022-12-16.pdf,409,2022-12-16,9.62,/Users/chenyuang/Desktop/巨潮网资料/2022/688498_源杰科技_2022-12-16.pdf,2022
燕东微,688172,科创板,688172_燕东微_2022-12-13.pdf,482,2022-12-13,11.17,/Users/chenyuang/Desktop/巨潮网资料/2022/688172_燕东微_2022-12-13.pdf,2022
何氏眼科,301103,创业板,301103_何氏眼科_2022-03-16.pdf,642,2022-03-16,6.69,/Users/chenyuang/Desktop/巨潮网资料/2022/301103_何氏眼科_2022-03-16.pdf,2022
聚和材料,688503,科创板,688503_聚和材料_2022-12-06.pdf,313,2022-12-06,4.83,/Users/chenyuang/Desktop/巨潮网资料/2022/688503_聚和材料_2022-12-06.pdf,2022
路维光电,688401,科创板,688401_路维光电_2022-08-12.pdf,391,2022-08-12,9.96,/Users/chenyuang/Desktop/巨潮网资料/2022/688401_路维光电_2022-08-12.pdf,2022
格林美,002340,深主板,002340_格林美_2022-07-25.pdf,2,2022-07-25,0.12,/Users/chenyuang/Desktop/巨潮网资料/2022/002340_格林美_2022-07-25.pdf,2022
荣信文化,301231,创业板,301231_荣信文化_2022-09-02.pdf,577,2022-09-02,8.2,/Users/chenyuang/Desktop/巨潮网资料/2022/301231_荣信文化_2022-09-02.pdf,2022
天德钰,688252,科创板,688252_天德钰_2022-09-22.pdf,443,2022-09-22,10.8,/Users/chenyuang/Desktop/巨潮网资料/2022/688252_天德钰_2022-09-22.pdf,2022
信达证券,601059,沪主板,601059_信达证券_2022-12-23.pdf,158,2022-12-23,3.51,/Users/chenyuang/Desktop/巨潮网资料/2022/601059_信达证券_2022-12-23.pdf,2022
首创证券,601136,沪主板,601136_首创证券_2022-11-21.pdf,147,2022-11-21,2.81,/Users/chenyuang/Desktop/巨潮网资料/2022/601136_首创证券_2022-11-21.pdf,2022
汉仪股份,301270,创业板,301270_汉仪股份_2022-08-09.pdf,1,2022-08-09,0.12,/Users/chenyuang/Desktop/巨潮网资料/2022/301270_汉仪股份_2022-08-09.pdf,2022
三未信安,688489,科创板,688489_三未信安_2022-11-29.pdf,424,2022-11-29,6.3,/Users/chenyuang/Desktop/巨潮网资料/2022/688489_三未信安_2022-11-29.pdf,2022
宁波远洋,601022,沪主板,601022_宁波远洋_2022-11-04.pdf,170,2022-11-04,3.81,/Users/chenyuang/Desktop/巨潮网资料/2022/601022_宁波远洋_2022-11-04.pdf,2022
华海清科,688120,科创板,688120_华海清科_2022-06-01.pdf,433,2022-06-01,8.67,/Users/chenyuang/Desktop/巨潮网资料/2022/688120_华海清科_2022-06-01.pdf,2022
中科环保,301175,创业板,301175_中科环保_2022-07-04.pdf,580,2022-07-04,11.68,/Users/chenyuang/Desktop/巨潮网资料/2022/301175_中科环保_2022-07-04.pdf,2022
华盛锂电,688353,科创板,688353_华盛锂电_2022-07-08.pdf,404,2022-07-08,5.32,/Users/chenyuang/Desktop/巨潮网资料/2022/688353_华盛锂电_2022-07-08.pdf,2022
聚胶股份,301283,创业板,301283_聚胶股份_2022-08-30.pdf,402,2022-08-30,5.04,/Users/chenyuang/Desktop/巨潮网资料/2022/301283_聚胶股份_2022-08-30.pdf,2022
长盈通,688143,科创板,688143_长盈通_2022-12-05.pdf,495,2022-12-05,5.42,/Users/chenyuang/Desktop/巨潮网资料/2022/688143_长盈通_2022-12-05.pdf,2022
卓创资讯,301299,创业板,301299_卓创资讯_2022-09-26.pdf,380,2022-09-26,10.01,/Users/chenyuang/Desktop/巨潮网资料/2022/301299_卓创资讯_2022-09-26.pdf,2022
联合精密,001268,深主板,001268_联合精密_2022-06-20.pdf,132,2022-06-20,3.66,/Users/chenyuang/Desktop/巨潮网资料/2022/001268_联合精密_2022-06-20.pdf,2022
中微半导,688380,科创板,688380_中微半导_2022-08-02.pdf,407,2022-08-02,6.18,/Users/chenyuang/Desktop/巨潮网资料/2022/688380_中微半导_2022-08-02.pdf,2022
天山电子,301379,创业板,301379_天山电子_2022-09-29.pdf,1,2022-09-29,0.21,/Users/chenyuang/Desktop/巨潮网资料/2022/301379_天山电子_2022-09-29.pdf,2022
嘉华股份,603182,沪主板,603182_嘉华股份_2022-08-30.pdf,130,2022-08-30,2.83,/Users/chenyuang/Desktop/巨潮网资料/2022/603182_嘉华股份_2022-08-30.pdf,2022
萤石网络,688475,科创板,688475_萤石网络_2022-12-22.pdf,613,2022-12-22,15.46,/Users/chenyuang/Desktop/巨潮网资料/2022/688475_萤石网络_2022-12-22.pdf,2022
理工导航,688282,科创板,688282_理工导航_2022-03-14.pdf,377,2022-03-14,5.08,/Users/chenyuang/Desktop/巨潮网资料/2022/688282_理工导航_2022-03-14.pdf,2022
永顺泰,001338,深主板,001338_永顺泰_2022-11-01.pdf,157,2022-11-01,1.61,/Users/chenyuang/Desktop/巨潮网资料/2022/001338_永顺泰_2022-11-01.pdf,2022
国缆检测,301289,创业板,301289_国缆检测_2022-06-09.pdf,477,2022-06-09,5.51,/Users/chenyuang/Desktop/巨潮网资料/2022/301289_国缆检测_2022-06-09.pdf,2022
鼎际得,603255,沪主板,603255_鼎际得_2022-07-18.pdf,98,2022-07-18,1.45,/Users/chenyuang/Desktop/巨潮网资料/2022/603255_鼎际得_2022-07-18.pdf,2022
东利机械,301298,创业板,301298_东利机械_2022-05-31.pdf,562,2022-05-31,12.31,/Users/chenyuang/Desktop/巨潮网资料/2022/301298_东利机械_2022-05-31.pdf,2022
天益医疗,301097,创业板,301097_天益医疗_2022-03-15.pdf,2,2022-03-15,0.37,/Users/chenyuang/Desktop/巨潮网资料/2022/301097_天益医疗_2022-03-15.pdf,2022
恩威医药,301331,创业板,301331_恩威医药_2022-09-02.pdf,2,2022-09-02,0.25,/Users/chenyuang/Desktop/巨潮网资料/2022/301331_恩威医药_2022-09-02.pdf,2022
荣昌生物,688331,科创板,688331_荣昌生物_2022-03-28.pdf,586,2022-03-28,11.77,/Users/chenyuang/Desktop/巨潮网资料/2022/688331_荣昌生物_2022-03-28.pdf,2022
信德新材,301349,创业板,301349_信德新材_2022-09-01.pdf,530,2022-09-01,18.3,/Users/chenyuang/Desktop/巨潮网资料/2022/301349_信德新材_2022-09-01.pdf,2022
北路智控,301195,创业板,301195_北路智控_2022-07-27.pdf,368,2022-07-27,6.61,/Users/chenyuang/Desktop/巨潮网资料/2022/301195_北路智控_2022-07-27.pdf,2022
唯万密封,301161,创业板,301161_唯万密封_2022-09-08.pdf,611,2022-09-08,6.42,/Users/chenyuang/Desktop/巨潮网资料/2022/301161_唯万密封_2022-09-08.pdf,2022
常润股份,603201,沪主板,603201_常润股份_2022-07-18.pdf,1374,2022-07-18,39.53,/Users/chenyuang/Desktop/巨潮网资料/2022/603201_常润股份_2022-07-18.pdf,2022
建科股份,301115,创业板,301115_建科股份_2022-08-11.pdf,1,2022-08-11,0.39,/Users/chenyuang/Desktop/巨潮网资料/2022/301115_建科股份_2022-08-11.pdf,2022
德明利,001309,深主板,001309_德明利_2022-06-20.pdf,99,2022-06-20,2.01,/Users/chenyuang/Desktop/巨潮网资料/2022/001309_德明利_2022-06-20.pdf,2022
华大智造,688114,科创板,688114_华大智造_2022-09-06.pdf,682,2022-09-06,8.64,/Users/chenyuang/Desktop/巨潮网资料/2022/688114_华大智造_2022-09-06.pdf,2022
挖金客,301380,创业板,301380_挖金客_2022-09-28.pdf,675,2022-09-28,9.79,/Users/chenyuang/Desktop/巨潮网资料/2022/301380_挖金客_2022-09-28.pdf,2022
华如科技,301302,创业板,301302_华如科技_2022-06-20.pdf,468,2022-06-20,10.42,/Users/chenyuang/Desktop/巨潮网资料/2022/301302_华如科技_2022-06-20.pdf,2022
西测测试,301306,创业板,301306_西测测试_2022-07-21.pdf,363,2022-07-21,4.39,/Users/chenyuang/Desktop/巨潮网资料/2022/301306_西测测试_2022-07-21.pdf,2022
紫燕食品,603057,沪主板,603057_紫燕食品_2022-09-14.pdf,155,2022-09-14,3.17,/Users/chenyuang/Desktop/巨潮网资料/2022/603057_紫燕食品_2022-09-14.pdf,2022
维海德,301318,创业板,301318_维海德_2022-08-05.pdf,594,2022-08-05,12.6,/Users/chenyuang/Desktop/巨潮网资料/2022/301318_维海德_2022-08-05.pdf,2022
祥明智能,301226,创业板,301226_祥明智能_2022-03-09.pdf,744,2022-03-09,4.83,/Users/chenyuang/Desktop/巨潮网资料/2022/301226_祥明智能_2022-03-09.pdf,2022
华新环保,301265,创业板,301265_华新环保_2022-12-12.pdf,707,2022-12-12,6.86,/Users/chenyuang/Desktop/巨潮网资料/2022/301265_华新环保_2022-12-12.pdf,2022
冠龙节能,301151,创业板,301151_冠龙节能_2022-03-17.pdf,2,2022-03-17,0.24,/Users/chenyuang/Desktop/巨潮网资料/2022/301151_冠龙节能_2022-03-17.pdf,2022
三一重能,688349,科创板,688349_三一重能_2022-06-17.pdf,620,2022-06-17,12.37,/Users/chenyuang/Desktop/巨潮网资料/2022/688349_三一重能_2022-06-17.pdf,2022
瑜欣电子,301107,创业板,301107_瑜欣电子_2022-05-11.pdf,772,2022-05-11,15.43,/Users/chenyuang/Desktop/巨潮网资料/2022/301107_瑜欣电子_2022-05-11.pdf,2022
捷邦科技,301326,创业板,301326_捷邦科技_2022-09-14.pdf,455,2022-09-14,9.84,/Users/chenyuang/Desktop/巨潮网资料/2022/301326_捷邦科技_2022-09-14.pdf,2022
华宝新能,301327,创业板,301327_华宝新能_2022-09-13.pdf,467,2022-09-13,8.57,/Users/chenyuang/Desktop/巨潮网资料/2022/301327_华宝新能_2022-09-13.pdf,2022
百利天恒,688506,科创板,688506_百利天恒_2022-12-30.pdf,556,2022-12-30,9.68,/Users/chenyuang/Desktop/巨潮网资料/2022/688506_百利天恒_2022-12-30.pdf,2022
微导纳米,688147,科创板,688147_微导纳米_2022-12-20.pdf,391,2022-12-20,8.82,/Users/chenyuang/Desktop/巨潮网资料/2022/688147_微导纳米_2022-12-20.pdf,2022
必易微,688045,科创板,688045_必易微_2022-05-23.pdf,346,2022-05-23,4.85,/Users/chenyuang/Desktop/巨潮网资料/2022/688045_必易微_2022-05-23.pdf,2022
宏景科技,301396,创业板,301396_宏景科技_2022-11-08.pdf,579,2022-11-08,8.91,/Users/chenyuang/Desktop/巨潮网资料/2022/301396_宏景科技_2022-11-08.pdf,2022
天力锂能,301152,创业板,301152_天力锂能_2022-08-08.pdf,2,2022-08-08,0.24,/Users/chenyuang/Desktop/巨潮网资料/2022/301152_天力锂能_2022-08-08.pdf,2022
青木股份,301110,创业板,301110_青木股份_2022-03-08.pdf,707,2022-03-08,13.78,/Users/chenyuang/Desktop/巨潮网资料/2022/301110_青木股份_2022-03-08.pdf,2022
军信股份,301109,创业板,301109_军信股份_2022-03-23.pdf,2,2022-03-23,0.27,/Users/chenyuang/Desktop/巨潮网资料/2022/301109_军信股份_2022-03-23.pdf,2022
思科瑞,688053,科创板,688053_思科瑞_2022-07-05.pdf,427,2022-07-05,4.82,/Users/chenyuang/Desktop/巨潮网资料/2022/688053_思科瑞_2022-07-05.pdf,2022
鼎泰高科,301377,创业板,301377_鼎泰高科_2022-11-15.pdf,386,2022-11-15,5.67,/Users/chenyuang/Desktop/巨潮网资料/2022/301377_鼎泰高科_2022-11-15.pdf,2022
海正生材,688203,科创板,688203_海正生材_2022-08-11.pdf,491,2022-08-11,12.05,/Users/chenyuang/Desktop/巨潮网资料/2022/688203_海正生材_2022-08-11.pdf,2022
聚赛龙,301131,创业板,301131_聚赛龙_2022-02-28.pdf,440,2022-02-28,9.71,/Users/chenyuang/Desktop/巨潮网资料/2022/301131_聚赛龙_2022-02-28.pdf,2022
矩阵股份,301365,创业板,301365_矩阵股份_2022-11-16.pdf,363,2022-11-16,8.8,/Users/chenyuang/Desktop/巨潮网资料/2022/301365_矩阵股份_2022-11-16.pdf,2022
润贝航科,001316,深主板,001316_润贝航科_2022-05-23.pdf,105,2022-05-23,2.27,/Users/chenyuang/Desktop/巨潮网资料/2022/001316_润贝航科_2022-05-23.pdf,2022
菲菱科思,301191,创业板,301191_菲菱科思_2022-05-13.pdf,507,2022-05-13,7.76,/Users/chenyuang/Desktop/巨潮网资料/2022/301191_菲菱科思_2022-05-13.pdf,2022
铭利达,301268,创业板,301268_铭利达_2022-03-17.pdf,1,2022-03-17,0.46,/Users/chenyuang/Desktop/巨潮网资料/2022/301268_铭利达_2022-03-17.pdf,2022
隆扬电子,301389,创业板,301389_隆扬电子_2022-09-28.pdf,2,2022-09-28,0.61,/Users/chenyuang/Desktop/巨潮网资料/2022/301389_隆扬电子_2022-09-28.pdf,2022
铖昌科技,001270,深主板,001270_铖昌科技_2022-05-23.pdf,145,2022-05-23,1.41,/Users/chenyuang/Desktop/巨潮网资料/2022/001270_铖昌科技_2022-05-23.pdf,2022
智微智能,001339,深主板,001339_智微智能_2022-08-03.pdf,77,2022-08-03,1.79,/Users/chenyuang/Desktop/巨潮网资料/2022/001339_智微智能_2022-08-03.pdf,2022
